image_file,correct_emotion,thisN,thisTrialN,thisRepN,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,imageStim.started,mouseResp.started,btn_anger.started,btn_disgust.started,btn_fear.started,btn_happiness.started,btn_neutrality.started,btn_sadness.started,imageStim.stopped,trial.stopped,trials.mouseResp.x,trials.mouseResp.y,trials.mouseResp.leftButton,trials.mouseResp.midButton,trials.mouseResp.rightButton,trials.mouseResp.time,clickedEmotion,correct,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
faces/079_o_f_d_b.jpg,disgust,30,30,0,[],[],[],[],[],[],0,30,30,27,43.96996699999727,,43.86304250000103,43.96996699999727,0.07666659999813419,43.96996699999727,43.96996699999727,43.96996699999727,43.96996699999727,43.96996699999727,43.96996699999727,,43.863501700005145,[],[],[],[],[],[],fear,0,pilot,001,2025-12-04_16h18.04.833,faces_experiment,,2025.1.1,59.38489129598342,2025-12-04 16h18.08.062280 +0100,
faces/168_m_f_s_b.jpg,sadness,31,31,0,[np.float64(0.38333333333333336)],[np.float64(-0.24333333333333335)],[1],[0],[0],[0.026834099990082905],0,31,31,71,43.96996699999727,,43.94458520000626,43.96996699999727,0.08106889999180567,43.96996699999727,43.96996699999727,43.96996699999727,43.96996699999727,43.96996699999727,43.96996699999727,,43.9717621000018,[np.float64(0.38333333333333336)],[np.float64(-0.24333333333333335)],[1],[0],[0],[0.026834099990082905],fear,0,pilot,001,2025-12-04_16h18.04.833,faces_experiment,,2025.1.1,59.38489129598342,2025-12-04 16h18.08.062280 +0100,
faces/140_y_f_f_a.jpg,fear,32,32,0,[],[],[],[],[],[],0,32,32,52,44.154008900004555,,44.05745900000329,44.154008900004555,0.08565449999878183,44.154008900004555,44.154008900004555,44.154008900004555,44.154008900004555,44.154008900004555,44.154008900004555,,44.05792910000309,[],[],[],[],[],[],fear,1,pilot,001,2025-12-04_16h18.04.833,faces_experiment,,2025.1.1,59.38489129598342,2025-12-04 16h18.08.062280 +0100,
faces/116_m_m_n_a.jpg,neutrality,33,33,0,[np.float64(0.38333333333333336)],[np.float64(-0.24333333333333335)],[1],[0],[0],[0.012342700007138774],0,33,33,44,44.154008900004555,,44.14313029999903,44.154008900004555,0.08518910000566393,44.154008900004555,44.154008900004555,44.154008900004555,44.154008900004555,44.154008900004555,44.154008900004555,,44.15582290000748,[np.float64(0.38333333333333336)],[np.float64(-0.24333333333333335)],[1],[0],[0],[0.012342700007138774],fear,0,pilot,001,2025-12-04_16h18.04.833,faces_experiment,,2025.1.1,59.38489129598342,2025-12-04 16h18.08.062280 +0100,
faces/079_o_f_h_b.jpg,happiness,34,34,0,[],[],[],[],[],[],0,34,34,31,44.33760310000798,,44.23645560001023,44.33760310000798,0.08058819999860134,44.33760310000798,44.33760310000798,44.33760310000798,44.33760310000798,44.33760310000798,44.33760310000798,,44.23692029999802,[],[],[],[],[],[],fear,0,pilot,001,2025-12-04_16h18.04.833,faces_experiment,,2025.1.1,59.38489129598342,2025-12-04 16h18.08.062280 +0100,
faces/004_o_m_d_b.jpg,disgust,35,35,0,[np.float64(0.38333333333333336)],[np.float64(-0.24333333333333335)],[1],[0],[0],[0.026937300004647113],0,35,35,3,44.33760310000798,,44.312584100000095,44.33760310000798,0.07564790001197252,44.33760310000798,44.33760310000798,44.33760310000798,44.33760310000798,44.33760310000798,44.33760310000798,,44.33984549999877,[np.float64(0.38333333333333336)],[np.float64(-0.24333333333333335)],[1],[0],[0],[0.026937300004647113],fear,0,pilot,001,2025-12-04_16h18.04.833,faces_experiment,,2025.1.1,59.38489129598342,2025-12-04 16h18.08.062280 +0100,
faces/066_y_m_a_a.jpg,anger,36,36,0,[],[],[],[],[],[],0,36,36,12,44.53690400000778,,44.421709300004295,44.53690400000778,0.0818198999913875,44.53690400000778,44.53690400000778,44.53690400000778,44.53690400000778,44.53690400000778,44.53690400000778,,44.422206600007485,[],[],[],[],[],[],fear,0,pilot,001,2025-12-04_16h18.04.833,faces_experiment,,2025.1.1,59.38489129598342,2025-12-04 16h18.08.062280 +0100,
faces/116_m_m_h_a.jpg,happiness,37,37,0,[np.float64(0.38333333333333336)],[np.float64(-0.24333333333333335)],[1],[0],[0],[0.027149600005941465],0,37,37,42,44.53690400000778,,44.5120542000077,44.53690400000778,0.08983120000630151,44.53690400000778,44.53690400000778,44.53690400000778,44.53690400000778,44.53690400000778,44.53690400000778,,44.53954730000987,[np.float64(0.38333333333333336)],[np.float64(-0.24333333333333335)],[1],[0],[0],[0.027149600005941465],fear,0,pilot,001,2025-12-04_16h18.04.833,faces_experiment,,2025.1.1,59.38489129598342,2025-12-04 16h18.08.062280 +0100,
faces/168_m_f_d_b.jpg,disgust,38,38,0,[],[],[],[],[],[],0,38,38,63,44.82482570000866,,44.62261930000386,44.82482570000866,0.08303059999889228,44.82482570000866,44.82482570000866,44.82482570000866,44.82482570000866,44.82482570000866,44.82482570000866,,44.62309259999893,[],[],[],[],[],[],fear,0,pilot,001,2025-12-04_16h18.04.833,faces_experiment,,2025.1.1,59.38489129598342,2025-12-04 16h18.08.062280 +0100,
faces/140_y_f_f_b.jpg,fear,39,39,0,[],[],[],[],[],[],0,39,39,53,44.82482570000866,,44.71097500000906,44.82482570000866,0.08786659999168478,44.82482570000866,44.82482570000866,44.82482570000866,44.82482570000866,44.82482570000866,44.82482570000866,,44.71155859999999,[],[],[],[],[],[],fear,1,pilot,001,2025-12-04_16h18.04.833,faces_experiment,,2025.1.1,59.38489129598342,2025-12-04 16h18.08.062280 +0100,
